Firstname	nconst	tconst	rating	imdbid	id	title	year	directors	writers	averageRating	numVotes	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	Lastname	birthYear	deathYear	primaryProfession	knownForTitles	name	proportion_male	proportion_female	gender	year_min	year_max
Paul	nm0694260	tt0011588	3	0011588	1991	Pollyanna	1920	nm0694260	nm0692108,nm0193693,nm0547966	6.9	273	movie	Pollyanna	Pollyanna	0	1920	\N	58	Comedy,Drama,Family	Powell	1881	1944	director,writer,producer	tt0008822,tt0212760,tt0007047,tt0011588	Paul	0.9956	0.0044	male	1880	1992
Paul	nm0000682	tt0120201	3	0120201	107	Starship Troopers	1997	nm0000682	nm0627159,nm0374423	7.2	238745	movie	Starship Troopers	Starship Troopers	0	1997	\N	129	Action,Adventure,Sci-Fi	Verhoeven	1938	\N	director,producer,writer	tt0120201,tt0103772,tt0100802,tt0093870	Paul	0.9956	0.0044	male	1880	1992
Paul	nm0920862	tt0052847	3	0052847	6405	Gidget	1959	nm0920862	nm0881501,nm0463430	6.7	2582	movie	Gidget	Gidget	0	1959	\N	95	Comedy	Wendkos	1925	2009	director,producer,editor	tt0052847,tt0073273,tt0067419,tt0064395	Paul	0.9956	0.0044	male	1880	1992
Paul	nm0091575	tt0096289	1	0096289	3075	Torch Song Trilogy	1988	nm0091575	nm0001213	7.7	5911	movie	Torch Song Trilogy	Torch Song Trilogy	0	1988	\N	120	Comedy,Drama,Romance	Bogart	1919	2012	director,producer,actor	tt0066626,tt0087835,tt0096289,tt0042074	Paul	0.9956	0.0044	male	1880	1992
Paul	nm0771228	tt0997152	0	0997152	4823	Experiment, The	2010	nm0771228	nm0771228,nm0320342,nm0201543,nm0092063,nm0386570	6.4	45548	movie	The Experiment	The Experiment	0	2010	\N	96	Drama,Thriller	Scheuring	1968	\N	writer,producer,director	tt0266465,tt1131748,tt0997152,tt0455275	Paul	0.9956	0.0044	male	1880	1992
Paul	nm0815418	tt0472205	1	0472205	2111	Watching the Detectives	2007	nm0815418	nm0815418	6.4	3705	movie	Watching the Detectives	Watching the Detectives	0	2007	\N	91	Comedy,Romance	Soter	1969	\N	writer,actor,director	tt0247745,tt1135525,tt0331953,tt0486551	Paul	0.9956	0.0044	male	1880	1992
Paul	nm0002134	tt0057997	3	0057997	4263	Dead Ringer	1964	nm0002134	nm0067135,nm0587743,nm0416861	7.4	3670	movie	Dead Ringer	Dead Ringer	0	1964	\N	116	Crime,Drama,Thriller	Henreid	1908	1992	director,actor,producer	tt0057997,tt0049961,tt0047708,tt0034583	Paul	0.9956	0.0044	male	1880	1992
Paul	nm0001707	tt0093415	3	0093415	4811	Light of Day	1987	nm0001707	nm0001707	5.5	2134	movie	Light of Day	Light of Day	0	1987	\N	107	Drama,Music	Schrader	1946	\N	writer,director,soundtrack	tt0081398,tt0118564,tt0075314,tt0080365	Paul	0.9956	0.0044	male	1880	1992
Paul	nm0000682	tt0070842	3	0070842	7020	Turkish Delight	1973	nm0000682	nm0812121,nm0938512	7.2	8532	movie	Turkish Delight	Turks fruit	0	1973	\N	108	Drama,Romance	Verhoeven	1938	\N	director,producer,writer	tt0120201,tt0103772,tt0100802,tt0093870	Paul	0.9956	0.0044	male	1880	1992
Paul	nm0000682	tt0103772	1	0103772	4940	Basic Instinct	1992	nm0000682	nm0000390	6.9	146635	movie	Basic Instinct	Basic Instinct	0	1992	\N	127	Crime,Drama,Mystery	Verhoeven	1938	\N	director,producer,writer	tt0120201,tt0103772,tt0100802,tt0093870	Paul	0.9956	0.0044	male	1880	1992
Paul	nm0000682	tt0164052	3	0164052	78	Hollow Man	2000	nm0000682	nm0860155,nm0549256	5.7	109218	movie	Hollow Man	Hollow Man	0	2000	\N	112	Action,Horror,Sci-Fi	Verhoeven	1938	\N	director,producer,writer	tt0120201,tt0103772,tt0100802,tt0093870	Paul	0.9956	0.0044	male	1880	1992
Paul	nm0752783	tt0264689	3	0264689	2907	Home Room	2002	nm0752783	nm0752783	7.3	3037	movie	Home Room	Home Room	0	2002	\N	133	Crime,Drama	F.	NA	\N	producer,editor,director	tt0176935,tt1194810,tt0271894,tt0264689	Paul	0.9956	0.0044	male	1880	1992
Paul	nm0361864	tt0107214	0	0107214	4337	Indien	1993	nm0361864	nm0352780,nm0233544,nm0361864	8	2511	movie	India	Indien	0	1993	\N	90	Comedy,Drama	Harather	1965	\N	director,writer,producer	tt0103922,tt0107214,tt0257727,tt1861808	Paul	0.9956	0.0044	male	1880	1992
Paul	nm0920862	tt0078509	3	0078509	3391	A Woman Called Moses	1978	nm0920862	nm0253039,nm0373975	7.4	176	tvSeries	A Woman Called Moses	A Woman Called Moses	0	1978	\N	240	Biography,Drama	Wendkos	1925	2009	director,producer,editor	tt0052847,tt0073273,tt0067419,tt0064395	Paul	0.9956	0.0044	male	1880	1992
Paul	nm0006476	tt0425210	1	0425210	1138	Lucky Number Slevin	2006	nm0006476	nm1429512	7.8	279197	movie	Lucky Number Slevin	Lucky Number Slevin	0	2006	\N	110	Crime,Drama,Mystery	McGuigan	1963	\N	director,producer	tt0465580,tt0425210,tt0324554,tt1976009	Paul	0.9956	0.0044	male	1880	1992
Paul	nm0006476	tt0465580	3	0465580	353	Push	2009	nm0006476	nm0100027	6.1	96387	movie	Push	Push	0	2009	\N	111	Action,Sci-Fi,Thriller	McGuigan	1963	\N	director,producer	tt0465580,tt0425210,tt0324554,tt1976009	Paul	0.9956	0.0044	male	1880	1992
Paula	nm0644309	tt0906778	3	0906778	3156	Black Butterflies	2011	nm0644309	nm0490417	6.2	1813	movie	Black Butterflies	Black Butterflies	0	2011	\N	100	Biography,Drama	van	NA	\N	writer,director,assistant_director	tt1418380,tt0245157,tt0906778,tt1800338	Paula	0.003	0.997	female	1880	1992
Pavel	nm0526732	tt1424431	1	1424431	536	Tsar	2009	nm0526732	nm3433138,nm0526732	6.9	2439	movie	Tsar	Tsar	0	2009	\N	116	Drama,History	Lungin	1949	\N	writer,director,producer	tt0100757,tt0851577,tt0104776,tt1424431	Pavel	1	0	male	1880	1992
Pawel	nm0667734	tt2718492	3	2718492	5335	Ida	2013	nm0667734	nm0667734,nm0501947	7.4	41348	movie	Ida	Ida	0	2013	\N	82	Drama	Pawlikowski	1957	\N	director,writer,producer	tt0258761,tt1605777,tt0382189,tt2718492	Pawel	1	0	male	1880	1992
Pawel	nm0667734	tt0382189	3	0382189	2041	My Summer of Love	2004	nm0667734	nm1713410,nm0667734,nm1721806	6.8	17441	movie	My Summer of Love	My Summer of Love	0	2004	\N	86	Drama,Romance,Thriller	Pawlikowski	1957	\N	director,writer,producer	tt0258761,tt1605777,tt0382189,tt2718492	Pawel	1	0	male	1880	1992
Pedro	nm0000264	tt0085496	3	0085496	3376	Dark Habits	1983	nm0000264	nm0000264	6.6	4978	movie	Dark Habits	Entre tinieblas	0	1983	\N	114	Comedy,Drama	Almodóvar	1949	\N	writer,director,soundtrack	tt0185125,tt0287467,tt0441909,tt1189073	Pedro	0.9922	0.0078	male	1880	1992
Pedro	nm0000264	tt0441909	3	0441909	366	Volver	2006	nm0000264	nm0000264	7.6	83353	movie	Volver	Volver	0	2006	\N	121	Comedy,Crime,Drama	Almodóvar	1949	\N	writer,director,soundtrack	tt0185125,tt0287467,tt0441909,tt1189073	Pedro	0.9922	0.0078	male	1880	1992
Pedro	nm0000264	tt0107315	3	0107315	7699	Kika	1993	nm0000264	nm0000264	6.5	10389	movie	Kika	Kika	0	1993	\N	114	Comedy	Almodóvar	1949	\N	writer,director,soundtrack	tt0185125,tt0287467,tt0441909,tt1189073	Pedro	0.9922	0.0078	male	1880	1992
Pedro	nm0000264	tt0093412	3	0093412	7661	La ley del deseo	1987	nm0000264	nm0000264	7.2	8633	movie	Law of Desire	La ley del deseo	0	1987	\N	102	Comedy,Drama,Thriller	Almodóvar	1949	\N	writer,director,soundtrack	tt0185125,tt0287467,tt0441909,tt1189073	Pedro	0.9922	0.0078	male	1880	1992
Pedro	nm0000264	tt0091495	3	0091495	7480	Matador	1986	nm0000264	nm0000264,nm0274676	7	9106	movie	Matador	Matador	0	1986	\N	110	Drama,Thriller	Almodóvar	1949	\N	writer,director,soundtrack	tt0185125,tt0287467,tt0441909,tt1189073	Pedro	0.9922	0.0078	male	1880	1992
Pedro	nm0000264	tt0113083	3	0113083	7702	La flor de mi secreto	1995	nm0000264	nm0000264,nm0662213	7.1	8606	movie	The Flower of My Secret	La flor de mi secreto	0	1995	\N	103	Drama	Almodóvar	1949	\N	writer,director,soundtrack	tt0185125,tt0287467,tt0441909,tt1189073	Pedro	0.9922	0.0078	male	1880	1992
Pedro	nm0000264	tt2243389	2	2243389	4305	I&#39;m So Excited	2013	nm0000264	nm0000264	5.6	19004	movie	I'm So Excited!	Los amantes pasajeros	0	2013	\N	90	Comedy	Almodóvar	1949	\N	writer,director,soundtrack	tt0185125,tt0287467,tt0441909,tt1189073	Pedro	0.9922	0.0078	male	1880	1992
Pedro	nm0000264	tt0287467	3	0287467	7774	Hable con ella [Talk to Her]	2002	nm0000264	nm0000264	8	92853	movie	Talk to Her	Hable con ella	0	2002	\N	112	Drama,Mystery,Romance	Almodóvar	1949	\N	writer,director,soundtrack	tt0185125,tt0287467,tt0441909,tt1189073	Pedro	0.9922	0.0078	male	1880	1992
Pedro	nm0000264	tt0913425	3	0913425	2830	Broken Embraces	2009	nm0000264	nm0000264	7.2	33927	movie	Broken Embraces	Los abrazos rotos	0	2009	\N	127	Drama,Romance,Thriller	Almodóvar	1949	\N	writer,director,soundtrack	tt0185125,tt0287467,tt0441909,tt1189073	Pedro	0.9922	0.0078	male	1880	1992
Pedro	nm0000264	tt0081323	3	0081323	3673	Pepi, Luci, Bom and Other Girls Like Mom	1980	nm0000264	nm0000264	6.3	3939	movie	Pepi, Luci, Bom and Other Girls Like Mom	Pepi, Luci, Bom y otras chicas del montón	0	1980	\N	82	Comedy	Almodóvar	1949	\N	writer,director,soundtrack	tt0185125,tt0287467,tt0441909,tt1189073	Pedro	0.9922	0.0078	male	1880	1992
Pedro	nm0000264	tt0118819	2	0118819	7710	Carne tr&eacute;mula [Live Flesh]	1997	nm0000264	nm0000264,nm0346277,nm0520943,nm0719334	7.4	24658	movie	Live Flesh	Carne trémula	0	1997	\N	103	Drama	Almodóvar	1949	\N	writer,director,soundtrack	tt0185125,tt0287467,tt0441909,tt1189073	Pedro	0.9922	0.0078	male	1880	1992
Pedro	nm0000264	tt0185125	3	0185125	367	Todo sobre mi madre (All About My Mother)	1999	nm0000264	nm0000264	7.9	76076	movie	All About My Mother	Todo sobre mi madre	0	1999	\N	101	Drama	Almodóvar	1949	\N	writer,director,soundtrack	tt0185125,tt0287467,tt0441909,tt1189073	Pedro	0.9922	0.0078	male	1880	1992
Pedro	nm0000264	tt1189073	3	1189073	2623	Skin I Live In, The	2011	nm0000264	nm0429617,nm0000264,nm0021948	7.6	114886	movie	The Skin I Live In	La piel que habito	0	2011	\N	120	Drama,Thriller	Almodóvar	1949	\N	writer,director,soundtrack	tt0185125,tt0287467,tt0441909,tt1189073	Pedro	0.9922	0.0078	male	1880	1992
Pedro	nm0000264	tt0095675	3	0095675	2406	Women on the Verge of a Nervous Breakdown	1988	nm0000264	nm0000264,nm0168413	7.6	28421	movie	Women on the Verge of a Nervous Breakdown	"Mujeres al borde de un ataque de ""nervios"""	0	1988	\N	88	Comedy,Drama	Almodóvar	1949	\N	writer,director,soundtrack	tt0185125,tt0287467,tt0441909,tt1189073	Pedro	0.9922	0.0078	male	1880	1992
Pedro	nm0000264	tt0088461	3	0088461	1582	What Have I Done to Deserve This?	1984	nm0000264	nm0000264	7.2	7025	movie	What Have I Done to Deserve This?	¿Qué he hecho yo para merecer esto?	0	1984	\N	101	Comedy,Drama	Almodóvar	1949	\N	writer,director,soundtrack	tt0185125,tt0287467,tt0441909,tt1189073	Pedro	0.9922	0.0078	male	1880	1992
Pedro	nm0000264	tt0103030	3	0103030	710	Tacones Lejanos	1991	nm0000264	nm0000264	7.2	11246	movie	High Heels	Tacones lejanos	0	1991	\N	112	Comedy,Drama,Romance	Almodóvar	1949	\N	writer,director,soundtrack	tt0185125,tt0287467,tt0441909,tt1189073	Pedro	0.9922	0.0078	male	1880	1992
Peggy	nm0391996	tt2483260	3	2483260	5453	Pirate Fairy, The	2014	nm0391996	nm0397377,nm1009988,nm0005124,nm0391996,nm0304432,nm0177170,nm0314093	6.6	10555	video	The Pirate Fairy	The Pirate Fairy	0	2014	\N	78	Adventure,Animation,Family	Holmes	NA	\N	miscellaneous,actress,writer	tt0095362,tt1217213,tt0107120,tt0087333	Peggy	0.0027	0.9973	female	1880	1992
Penelope	nm0790715	tt0105793	1	0105793	4731	Wayne&#39;s World	1992	nm0790715	nm0000196,nm0877425,nm0877901	7	124442	movie	Wayne's World	Wayne's World	0	1992	\N	94	Comedy,Music	Spheeris	1945	\N	director,miscellaneous,producer	tt0115697,tt0110366,tt0105793,tt0082252	Penelope	0	1	female	1880	1992
Penelope	nm0790715	tt0110366	2	0110366	5909	Little Rascals, The	1994	nm0790715	nm0790715,nm0938774,nm0779592,nm0345488,nm0563397	6.3	37378	movie	The Little Rascals	The Little Rascals	0	1994	\N	82	Comedy,Family,Romance	Spheeris	1945	\N	director,miscellaneous,producer	tt0115697,tt0110366,tt0105793,tt0082252	Penelope	0	1	female	1880	1992
Penelope	nm0790715	tt0106400	3	0106400	3704	Beverly Hillbillies, The	1993	nm0790715	nm0377417,nm0465199,nm0742797,nm0279576,nm0820852	4.9	15492	movie	The Beverly Hillbillies	The Beverly Hillbillies	0	1993	\N	92	Comedy,Family	Spheeris	1945	\N	director,miscellaneous,producer	tt0115697,tt0110366,tt0105793,tt0082252	Penelope	0	1	female	1880	1992
Penny	nm0001508	tt0117372	3	0117372	5326	Preacher&#39;s Wife, The	1996	nm0001508	nm0622251,nm0792845,nm0073394,nm0560894,nm0778819	5.5	9568	movie	The Preacher's Wife	The Preacher's Wife	0	1996	\N	123	Comedy,Drama,Fantasy	Marshall	1943	\N	actress,director,producer	tt0074016,tt0065329,tt0102004,tt4824302	Penny	0.0041	0.9959	female	1880	1992
Penny	nm0001508	tt0104694	3	0104694	560	A League of Their Own	1992	nm0001508	nm0933718,nm0133676,nm0304665,nm0541632	7.2	78415	movie	A League of Their Own	A League of Their Own	0	1992	\N	128	Comedy,Drama,Family	Marshall	1943	\N	actress,director,producer	tt0074016,tt0065329,tt0102004,tt4824302	Penny	0.0041	0.9959	female	1880	1992
Penny	nm0001508	tt0200027	3	0200027	5323	Riding in Cars with Boys	2001	nm0001508	nm0195838,nm0911750	6.5	24209	movie	Riding in Cars with Boys	Riding in Cars with Boys	0	2001	\N	132	Biography,Comedy,Drama	Marshall	1943	\N	actress,director,producer	tt0074016,tt0065329,tt0102004,tt4824302	Penny	0.0041	0.9959	female	1880	1992
Penny	nm0001508	tt0091306	3	0091306	1835	Jumpin&#39; Jack Flash	1986	nm0001508	nm0291905,nm0796124,nm0583600,nm0859977,nm0211823	5.8	15968	movie	Jumpin' Jack Flash	Jumpin' Jack Flash	0	1986	\N	105	Comedy,Romance,Thriller	Marshall	1943	\N	actress,director,producer	tt0074016,tt0065329,tt0102004,tt4824302	Penny	0.0041	0.9959	female	1880	1992
Penny	nm0001508	tt0094737	1	0094737	5324	Big	1988	nm0001508	nm0002657,nm0818576	7.3	167028	movie	Big	Big	0	1988	\N	104	Comedy,Drama,Family	Marshall	1943	\N	actress,director,producer	tt0074016,tt0065329,tt0102004,tt4824302	Penny	0.0041	0.9959	female	1880	1992
Per	nm0959746	tt0098189	1	0098189	336	Resan till Melonia	1989	nm0959746	nm0711432,nm0000636,nm0959746	7.5	1089	movie	The Journey to Melonia	Resan till Melonia	0	1989	\N	104	Adventure,Animation,Family	Åhlin	1931	\N	art_department,director,animation_department	tt0078084,tt0071448,tt0098189,tt0135636	Per	1	0	male	1880	1992
Percy	nm0000727	tt0095801	3	0095801	2215	Bagdad Cafe	1987	nm0000727	nm0012280,nm0000727,nm0230547	7.5	10429	movie	Bagdad Cafe	Out of Rosenheim	0	1987	\N	95	Comedy,Drama	Adlon	1935	\N	director,writer,producer	tt0090377,tt0095801,tt0098224,tt0108636	Percy	0.9814	0.0186	male	1880	1992
Percy	nm0000727	tt0102829	3	0102829	2216	Salmonberries	1991	nm0000727	nm0000727,nm0012281	6.2	529	movie	Salmonberries	Salmonberries	0	1991	\N	95	Drama	Adlon	1935	\N	director,writer,producer	tt0090377,tt0095801,tt0098224,tt0108636	Percy	0.9814	0.0186	male	1880	1992
Perry	nm0086690	tt0295427	1	0295427	5621	Master of Disguise, The	2002	nm0086690	nm0001022,nm0325214	3.3	19220	movie	The Master of Disguise	The Master of Disguise	0	2002	\N	80	Adventure,Comedy,Family	Andelin	NA	\N	production_designer,assistant_director,director	tt4769836,tt0327437,tt1648179,tt0960144	Perry	0.9739	0.0261	male	1880	1992
Perry	nm4678690	tt2061712	1	2061712	4384	Interview with a Hitman	2012	nm4678690	nm4678690	6.2	8285	movie	Interview with a Hitman	Interview with a Hitman	0	2012	\N	96	Action,Thriller	Bhandal	NA	\N	producer,director,writer	tt6424610,tt2061712,tt3511966,tt4157728	Perry	0.9739	0.0261	male	1880	1992
Pete	nm0871428	tt0443274	3	0443274	176	Vantage Point	2008	nm0871428	nm1633356	6.6	134160	movie	Vantage Point	Vantage Point	0	2008	\N	90	Action,Crime,Drama	Travis	NA	\N	director,writer	tt0443274,tt0408056,tt1343727,tt1217616	Pete	0.9959	0.0041	male	1880	1992
Pete	nm0871428	tt1343727	3	1343727	3532	Dredd 3D	2012	nm0871428	nm0905957,nm0264338,nm0307497	7.1	222067	movie	Dredd	Dredd	0	2012	\N	95	Action,Crime,Sci-Fi	Travis	NA	\N	director,writer	tt0443274,tt0408056,tt1343727,tt1217616	Pete	0.9959	0.0041	male	1880	1992
Peter	nm0000425	tt0097108	1	0097108	4597	Cook, the Thief, His Wife &amp; Her Lover, The	1989	nm0000425	nm0000425	7.6	29514	movie	The Cook, the Thief, His Wife & Her Lover	The Cook, the Thief, His Wife & Her Lover	0	1989	\N	124	Crime,Drama	Greenaway	1942	\N	director,writer,editor	tt0083851,tt0097108,tt0114134,tt0092929	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0946811	tt0085811	1	0085811	6126	Krull	1983	nm0946811	nm0792589	6.1	25639	movie	Krull	Krull	0	1983	\N	116	Action,Adventure,Fantasy	Yates	1929	2011	director,producer,assistant_director	tt0085811,tt0062765,tt0085461,tt0078902	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0001392	tt0167260	1	0167260	248	Lord of the Rings: The Return of the King, The	2003	nm0001392	nm0866058,nm0909638,nm0101991,nm0001392	8.9	1364121	movie	The Lord of the Rings: The Return of the King	The Lord of the Rings: The Return of the King	0	2003	\N	201	Adventure,Drama,Fantasy	Jackson	1961	\N	producer,director,writer	tt0092610,tt0120737,tt0167261,tt0360717	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0265363	tt0090555	3	0090555	3614	Crocodile Dundee	1986	nm0265363	nm0787185,nm0180257,nm0001357	6.5	80947	movie	Crocodile Dundee	Crocodile Dundee	0	1986	\N	97	Adventure,Comedy	Faiman	NA	\N	miscellaneous,producer,director	tt0090555,tt0292824,tt0104254,tt0101786	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0155093	tt1626146	1	1626146	5701	Hector and the Search for Happiness	2014	nm0155093	nm0374842,nm0155093,nm2186632,nm1910008	7	38600	movie	Hector and the Search for Happiness	Hector and the Search for Happiness	0	2014	\N	120	Adventure,Comedy,Drama	Chelsom	1956	\N	actor,director,writer	tt0113133,tt0240890,tt3922818,tt1626146	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0946811	tt0062765	1	0062765	7123	Bullitt	1968	nm0946811	nm0874450,nm0459067,nm0279302	7.5	51212	movie	Bullitt	Bullitt	0	1968	\N	114	Action,Crime,Mystery	Yates	1929	2011	director,producer,assistant_director	tt0085811,tt0062765,tt0085461,tt0078902	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0172772	tt0064505	1	0064505	2583	Italian Job, The	1969	nm0172772	nm0448392	7.4	34277	movie	The Italian Job	The Italian Job	0	1969	\N	99	Action,Comedy,Crime	Collinson	1936	1980	director,producer,writer	tt0063237,tt0062426,tt0076832,tt0064505	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0001837	tt0073540	3	0073540	230	Picnic at Hanging Rock	1975	nm0001837	nm0512243,nm0337730	7.6	27769	movie	Picnic at Hanging Rock	Picnic at Hanging Rock	0	1975	\N	115	Drama,Mystery	Weir	1944	\N	director,writer,producer	tt1023114,tt0311113,tt0120382,tt0097165	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0001837	tt0120382	1	0120382	165	Truman Show, The	1998	nm0001837	nm0629272	8.1	761462	movie	The Truman Show	The Truman Show	0	1998	\N	103	Comedy,Drama,Sci-Fi	Weir	1944	\N	director,writer,producer	tt1023114,tt0311113,tt0120382,tt0097165	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0781842	tt0343660	2	0343660	1205	50 First Dates	2004	nm0781842	nm1286500	6.8	288126	movie	50 First Dates	50 First Dates	0	2004	\N	99	Comedy,Drama,Romance	Segal	NA	\N	director,producer,writer	tt0110622,tt1661382,tt0343660,tt0425061	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0000425	tt0083851	2	0083851	2241	Draughtsman&#39;s Contract, The	1982	nm0000425	nm0000425	7.3	7654	movie	The Draughtsman's Contract	The Draughtsman's Contract	0	1982	\N	108	Comedy,Drama,History	Greenaway	1942	\N	director,writer,editor	tt0083851,tt0097108,tt0114134,tt0092929	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0001392	tt0092610	0	0092610	7049	Bad Taste	1987	nm0001392	nm0001392,nm0383958,nm0358632	6.7	39184	movie	Bad Taste	Bad Taste	0	1987	\N	91	Comedy,Horror,Sci-Fi	Jackson	1961	\N	producer,director,writer	tt0092610,tt0120737,tt0167261,tt0360717	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0155093	tt0240890	3	0240890	5452	Serendipity	2001	nm0155093	nm0458884	6.9	93500	movie	Serendipity	Serendipity	0	2001	\N	90	Comedy,Romance	Chelsom	1956	\N	actor,director,writer	tt0113133,tt0240890,tt3922818,tt1626146	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0001837	tt0090329	3	0090329	5632	Witness	1985	nm0001837	nm0908620,nm0446015,nm0908807	7.4	72902	movie	Witness	Witness	0	1985	\N	112	Crime,Drama,Romance	Weir	1944	\N	director,writer,producer	tt1023114,tt0311113,tt0120382,tt0097165	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0936044	tt0412915	3	0412915	5401	Librarian: Quest for the Spear, The	2004	nm0936044	nm0864435	6.3	15653	tvMovie	The Librarian: Quest for the Spear	The Librarian: Quest for the Spear	0	2004	\N	92	Action,Adventure,Comedy	Winther	NA	\N	producer,director,writer	tt0116629,tt0120685,tt0187393,tt0111282	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0946811	tt0057541	3	0057541	6514	Summer Holiday	1963	nm0946811	nm0616829,nm0143922	6.1	1115	movie	Summer Holiday	Summer Holiday	0	1963	\N	107	Comedy,Musical	Yates	1929	2011	director,producer,assistant_director	tt0085811,tt0062765,tt0085461,tt0078902	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0382072	tt0101452	1	0101452	3251	Bill &amp; Ted&#39;s Bogus Journey	1991	nm0382072	nm0558533,nm0004412	6.2	53663	movie	Bill & Ted's Bogus Journey	Bill & Ted's Bogus Journey	0	1991	\N	93	Adventure,Comedy,Fantasy	Hewitt	NA	\N	director,writer,producer	tt0118755,tt0383060,tt0101452,tt0356634	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0765856	tt0065073	3	0065073	4237	Taste the Blood of Dracula	1970	nm0765856	nm0385573,nm0831290	6.4	4205	movie	Taste the Blood of Dracula	Taste the Blood of Dracula	0	1970	\N	91	Drama,Fantasy,Horror	Sasdy	1935	\N	director,producer,writer	tt0067176,tt0065580,tt0065073,tt0085863	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0398185	tt0218817	2	0218817	154	Antitrust	2001	nm0398185	nm0291442	6.1	26590	movie	Antitrust	Antitrust	0	2001	\N	105	Action,Crime,Drama	Howitt	1957	\N	actor,director,writer	tt0218817,tt0417586,tt0120148,tt0274166	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0172772	tt0062426	3	0062426	3826	Up the Junction	1968	nm0172772	nm0809787,nm0242707	7.2	482	movie	Up the Junction	Up the Junction	0	1968	\N	119	Drama	Collinson	1936	1980	director,producer,writer	tt0063237,tt0062426,tt0076832,tt0064505	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0322706	tt0048512	0	0048512	7262	Prisoner, The	1955	nm0322706	nm0092658	7.1	586	movie	The Prisoner	The Prisoner	0	1955	\N	95	Drama	Glenville	1913	1996	actor,director,writer	tt0056568,tt0057877,tt0055489,tt0061502	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0402597	tt0064757	2	0064757	4669	On Her Majesty&#39;s Secret Service	1969	nm0402597	nm0712362,nm0537363,nm0001220	6.8	66446	movie	On Her Majesty's Secret Service	On Her Majesty's Secret Service	0	1969	\N	142	Action,Adventure,Thriller	R.	1925	2002	editor,director,editorial_department	tt0055928,tt0082247,tt0064757,tt0058150	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0781842	tt0425061	1	0425061	74	Get Smart	2008	nm0781842	nm0040022,nm0256079,nm0000316,nm0377750	6.5	179098	movie	Get Smart	Get Smart	0	2008	\N	110	Action,Adventure,Comedy	Segal	NA	\N	director,producer,writer	tt0110622,tt1661382,tt0343660,tt0425061	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0382072	tt0383060	3	0383060	1853	Zoom	2006	nm0382072	nm0726472,nm1183854,nm0504670	4.3	16328	movie	Zoom	Zoom	0	2006	\N	83	Action,Adventure,Comedy	Hewitt	NA	\N	director,writer,producer	tt0118755,tt0383060,tt0101452,tt0356634	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0575389	tt0854548	3	0854548	7129	&quot;Masters of Horror&quot; The Washingtonians	2007	nm0575389	nm0308376,nm1342065,nm0000628,nm2502582	5.5	1697	tvEpisode	The Washingtonians	The Washingtonians	0	2007	\N	57	Horror	Medak	1937	\N	director,producer,assistant_director	tt0083366,tt0069198,tt0199214,tt0099951	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0001837	tt0311113	0	0311113	841	Master and Commander: The Far Side of the World	2003	nm0001837	nm1140640,nm0001837,nm0171722	7.4	180931	movie	Master and Commander: The Far Side of the World	Master and Commander: The Far Side of the World	0	2003	\N	138	Action,Adventure,Drama	Weir	1944	\N	director,writer,producer	tt1023114,tt0311113,tt0120382,tt0097165	Peter	0.9963	0.0037	male	1880	1992
Peter	nm0914386	tt0109849	3	0109849	5189	Frit&auml;nkaren	1994	nm0914386	nm0088385,nm0471636,nm0914386,nm0922617	7.6	61	video	Fritänkaren	Fritänkaren	0	1994	\N	276	Biography,Drama	Watkins	1935	\N	director,writer,editor	tt0067633,tt0074462,tt0059894,tt0257497	Peter	0.9963	0.0037	male	1880	1992
Peter	nm1661186	tt3457342	0	3457342	5458	Nosferatu In Love	2014	nm1661186	nm1661186	7.4	54	tvEpisode	Nosferatu in Love	Nosferatu in Love	0	2014	\N	24	Drama	Straughan	NA	\N	writer,director,miscellaneous	tt1340800,tt1605717,tt1234548,tt1226753	Peter	0.9963	0.0037	male	1880	1992
